source_rel	curated_rel	reason	has_entry	assemble_rc
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/nodes.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/nodes.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/ports.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/ports.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/resident.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/resident.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/semaphores.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/semaphores.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/strings.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/strings.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/tasks.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/tasks.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/types.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/types.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/graphics/graphics_lib.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/graphics/graphics_lib.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/hardware/cia.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/hardware/cia.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/hw.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/hw.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/part11.s	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/part11.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/gfx/rtype_tilemap.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/gfx/rtype_tilemap.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/ables.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/ables.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/alerts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/alerts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/errors.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/errors.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/initializers.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/initializers.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/interrupts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/interrupts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/io.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/io.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/libraries.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/libraries.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/lists.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/lists.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/macros.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/memory.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/memory.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/nodes.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/nodes.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/ports.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/ports.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/resident.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/resident.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/semaphores.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/semaphores.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/strings.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/strings.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/tasks.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/tasks.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/exec/types.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/exec/types.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/graphics/graphics_lib.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/graphics/graphics_lib.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/hardware/cia.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/hardware/cia.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/include/hw.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/include/hw.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part12/part12.s	amiga_workspace/corpus/curated/amiga_game_prog/src/part12/part12.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/gfx/rtype_tilemap.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/gfx/rtype_tilemap.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/gfx/src/old/rtype_tilemap.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/gfx/src/old/rtype_tilemap.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/ables.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/ables.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/alerts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/alerts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/errors.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/errors.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/initializers.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/initializers.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/interrupts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/interrupts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/io.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/io.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/libraries.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/libraries.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/lists.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/lists.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/macros.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/memory.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/memory.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/nodes.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/nodes.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/ports.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/ports.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/resident.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/resident.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/semaphores.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/semaphores.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/strings.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/strings.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/tasks.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/tasks.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/exec/types.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/exec/types.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/graphics/graphics_lib.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/graphics/graphics_lib.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/hardware/cia.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/hardware/cia.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/include/hw.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/include/hw.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part13/part13.s	amiga_workspace/corpus/curated/amiga_game_prog/src/part13/part13.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/gfx/rtype_tilemap.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/gfx/rtype_tilemap.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/gfx/src/old/rtype_tilemap.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/gfx/src/old/rtype_tilemap.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/ables.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/ables.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/alerts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/alerts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/errors.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/errors.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/initializers.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/initializers.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/interrupts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/interrupts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/io.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/io.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/libraries.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/libraries.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/lists.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/lists.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/macros.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/memory.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/memory.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/nodes.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/nodes.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/ports.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/ports.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/resident.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/resident.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/semaphores.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/semaphores.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/strings.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/strings.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/tasks.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/tasks.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/exec/types.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/exec/types.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/graphics/graphics_lib.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/graphics/graphics_lib.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/hardware/cia.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/hardware/cia.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/include/hw.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/include/hw.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part14/part14.s	amiga_workspace/corpus/curated/amiga_game_prog/src/part14/part14.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/ables.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/ables.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/alerts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/alerts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/errors.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/errors.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/initializers.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/initializers.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/interrupts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/interrupts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/io.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/io.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/libraries.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/libraries.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/lists.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/lists.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/macros.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/memory.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/memory.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/nodes.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/nodes.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/ports.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/ports.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/resident.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/resident.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/semaphores.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/semaphores.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/strings.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/strings.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/tasks.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/tasks.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/exec/types.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/exec/types.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/graphics/graphics_lib.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/graphics/graphics_lib.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/hardware/cia.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/hardware/cia.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/include/hw.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/include/hw.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part7/part7.s	amiga_workspace/corpus/curated/amiga_game_prog/src/part7/part7.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/ables.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/ables.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/alerts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/alerts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/errors.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/errors.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/initializers.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/initializers.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/interrupts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/interrupts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/io.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/io.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/libraries.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/libraries.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/lists.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/lists.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/macros.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/memory.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/memory.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/nodes.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/nodes.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/ports.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/ports.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/resident.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/resident.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/semaphores.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/semaphores.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/strings.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/strings.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/tasks.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/tasks.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/exec/types.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/exec/types.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/graphics/graphics_lib.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/graphics/graphics_lib.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/hardware/cia.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/hardware/cia.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/include/hw.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/include/hw.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part9/part9.s	amiga_workspace/corpus/curated/amiga_game_prog/src/part9/part9.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/evoke2019/credits.barebone.s	amiga_workspace/corpus/curated/amigaexamples/demos/evoke2019/credits.barebone.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/evoke2019/endgfx_screen.s	amiga_workspace/corpus/curated/amigaexamples/demos/evoke2019/endgfx_screen.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/evoke2019/evoke2019.irqroutine.s	amiga_workspace/corpus/curated/amigaexamples/demos/evoke2019/evoke2019.irqroutine.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/evoke2019/introduction.barebone.s	amiga_workspace/corpus/curated/amigaexamples/demos/evoke2019/introduction.barebone.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/evoke2019/part.moire.s	amiga_workspace/corpus/curated/amigaexamples/demos/evoke2019/part.moire.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/evoke2019/part.vbars.s	amiga_workspace/corpus/curated/amigaexamples/demos/evoke2019/part.vbars.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/evoke2019/performance.barebone.s	amiga_workspace/corpus/curated/amigaexamples/demos/evoke2019/performance.barebone.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/evoke2019/starwarsscroll.s	amiga_workspace/corpus/curated/amigaexamples/demos/evoke2019/starwarsscroll.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/mercifully-short/chipmemstorage.s	amiga_workspace/corpus/curated/amigaexamples/demos/mercifully-short/chipmemstorage.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/mercifully-short/default_irq.s	amiga_workspace/corpus/curated/amigaexamples/demos/mercifully-short/default_irq.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/mercifully-short/font.s	amiga_workspace/corpus/curated/amigaexamples/demos/mercifully-short/font.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/mercifully-short/part.for_you.s	amiga_workspace/corpus/curated/amigaexamples/demos/mercifully-short/part.for_you.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/mercifully-short/part.swooshing.lowlevel.s	amiga_workspace/corpus/curated/amigaexamples/demos/mercifully-short/part.swooshing.lowlevel.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/mercifully-short/swinging-text.s	amiga_workspace/corpus/curated/amigaexamples/demos/mercifully-short/swinging-text.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/moneypositas/blitterfuncs.s	amiga_workspace/corpus/curated/amigaexamples/demos/moneypositas/blitterfuncs.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/moneypositas/burning_earth.asm.s	amiga_workspace/corpus/curated/amigaexamples/demos/moneypositas/burning_earth.asm.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/moneypositas/greetings.asm.s	amiga_workspace/corpus/curated/amigaexamples/demos/moneypositas/greetings.asm.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/moneypositas/images.s	amiga_workspace/corpus/curated/amigaexamples/demos/moneypositas/images.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/moneypositas/muzak.s	amiga_workspace/corpus/curated/amigaexamples/demos/moneypositas/muzak.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/moneypositas/palette.s	amiga_workspace/corpus/curated/amigaexamples/demos/moneypositas/palette.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/demos/moneypositas/pixel.s	amiga_workspace/corpus/curated/amigaexamples/demos/moneypositas/pixel.s	no_entry_hint	0	
