source_rel	curated_rel	reason	has_entry	assemble_rc
amiga_workspace/corpus/raw/amiga_examples/021.calling_c/init.s	amiga_workspace/corpus/curated/amiga_examples/021.calling_c/init.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/021.calling_c/utils.s	amiga_workspace/corpus/curated/amiga_examples/021.calling_c/utils.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/022.photons_bootloader/constants.i	amiga_workspace/corpus/curated/amiga_examples/022.photons_bootloader/constants.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/022.photons_bootloader/init.s	amiga_workspace/corpus/curated/amiga_examples/022.photons_bootloader/init.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/022.photons_bootloader/photons_bootloader.s	amiga_workspace/corpus/curated/amiga_examples/022.photons_bootloader/photons_bootloader.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/022.photons_bootloader/utils.s	amiga_workspace/corpus/curated/amiga_examples/022.photons_bootloader/utils.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/023.slideshow/P6112-Options.i	amiga_workspace/corpus/curated/amiga_examples/023.slideshow/P6112-Options.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/023.slideshow/alpine_bootblock.s	amiga_workspace/corpus/curated/amiga_examples/023.slideshow/alpine_bootblock.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/023.slideshow/constants.i	amiga_workspace/corpus/curated/amiga_examples/023.slideshow/constants.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/023.slideshow/data.s	amiga_workspace/corpus/curated/amiga_examples/023.slideshow/data.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/023.slideshow/disk.s	amiga_workspace/corpus/curated/amiga_examples/023.slideshow/disk.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/023.slideshow/image.s	amiga_workspace/corpus/curated/amiga_examples/023.slideshow/image.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/023.slideshow/init.s	amiga_workspace/corpus/curated/amiga_examples/023.slideshow/init.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/023.slideshow/module.s	amiga_workspace/corpus/curated/amiga_examples/023.slideshow/module.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/023.slideshow/slideshow.s	amiga_workspace/corpus/curated/amiga_examples/023.slideshow/slideshow.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/023.slideshow/trackloader.s	amiga_workspace/corpus/curated/amiga_examples/023.slideshow/trackloader.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/023.slideshow/utils.s	amiga_workspace/corpus/curated/amiga_examples/023.slideshow/utils.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/024.simple_text/alpine_bootblock.s	amiga_workspace/corpus/curated/amiga_examples/024.simple_text/alpine_bootblock.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/024.simple_text/blit.s	amiga_workspace/corpus/curated/amiga_examples/024.simple_text/blit.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/024.simple_text/blittext.s	amiga_workspace/corpus/curated/amiga_examples/024.simple_text/blittext.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/024.simple_text/constants.i	amiga_workspace/corpus/curated/amiga_examples/024.simple_text/constants.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/024.simple_text/cpu.s	amiga_workspace/corpus/curated/amiga_examples/024.simple_text/cpu.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/024.simple_text/image.s	amiga_workspace/corpus/curated/amiga_examples/024.simple_text/image.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/024.simple_text/init.s	amiga_workspace/corpus/curated/amiga_examples/024.simple_text/init.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/024.simple_text/macros.i	amiga_workspace/corpus/curated/amiga_examples/024.simple_text/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/024.simple_text/simple_text.s	amiga_workspace/corpus/curated/amiga_examples/024.simple_text/simple_text.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/024.simple_text/utils.s	amiga_workspace/corpus/curated/amiga_examples/024.simple_text/utils.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/025.scroll_text/alpine_bootblock.s	amiga_workspace/corpus/curated/amiga_examples/025.scroll_text/alpine_bootblock.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/025.scroll_text/blit.s	amiga_workspace/corpus/curated/amiga_examples/025.scroll_text/blit.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/025.scroll_text/blitchar.s	amiga_workspace/corpus/curated/amiga_examples/025.scroll_text/blitchar.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/025.scroll_text/constants.i	amiga_workspace/corpus/curated/amiga_examples/025.scroll_text/constants.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/025.scroll_text/copperlist.s	amiga_workspace/corpus/curated/amiga_examples/025.scroll_text/copperlist.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/025.scroll_text/cpu.s	amiga_workspace/corpus/curated/amiga_examples/025.scroll_text/cpu.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/025.scroll_text/image.s	amiga_workspace/corpus/curated/amiga_examples/025.scroll_text/image.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/025.scroll_text/init.s	amiga_workspace/corpus/curated/amiga_examples/025.scroll_text/init.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/025.scroll_text/macros.i	amiga_workspace/corpus/curated/amiga_examples/025.scroll_text/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/025.scroll_text/scroll_text.s	amiga_workspace/corpus/curated/amiga_examples/025.scroll_text/scroll_text.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/025.scroll_text/utils.s	amiga_workspace/corpus/curated/amiga_examples/025.scroll_text/utils.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/alpine_bootblock.s	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/alpine_bootblock.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/blit.s	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/blit.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/blitchar.s	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/blitchar.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/constants.i	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/constants.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/copperlist.s	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/copperlist.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/cpu.s	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/cpu.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/image.s	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/image.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/init.s	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/init.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/macros.i	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/main-indexes.s	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/main-indexes.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/scroll.s	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/scroll.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/tile_hscroll.s	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/tile_hscroll.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/026.tile_hscroll/utils.s	amiga_workspace/corpus/curated/amiga_examples/026.tile_hscroll/utils.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/alpine_bootblock.s	amiga_workspace/corpus/curated/amiga_examples/027.parallax/alpine_bootblock.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/background-indexes.s	amiga_workspace/corpus/curated/amiga_examples/027.parallax/background-indexes.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/blit.s	amiga_workspace/corpus/curated/amiga_examples/027.parallax/blit.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/blitchar.s	amiga_workspace/corpus/curated/amiga_examples/027.parallax/blitchar.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/constants.i	amiga_workspace/corpus/curated/amiga_examples/027.parallax/constants.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/copperlist.s	amiga_workspace/corpus/curated/amiga_examples/027.parallax/copperlist.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/cpu.s	amiga_workspace/corpus/curated/amiga_examples/027.parallax/cpu.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/foreground-indexes.s	amiga_workspace/corpus/curated/amiga_examples/027.parallax/foreground-indexes.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/image.s	amiga_workspace/corpus/curated/amiga_examples/027.parallax/image.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/init.s	amiga_workspace/corpus/curated/amiga_examples/027.parallax/init.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/macros.i	amiga_workspace/corpus/curated/amiga_examples/027.parallax/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/parallax.s	amiga_workspace/corpus/curated/amiga_examples/027.parallax/parallax.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/027.parallax/utils.s	amiga_workspace/corpus/curated/amiga_examples/027.parallax/utils.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/P6112-Options.i	amiga_workspace/corpus/curated/amiga_examples/028.bs/P6112-Options.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/P6112-Play.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/P6112-Play.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/alpine_bootblock.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/alpine_bootblock.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/background.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/background.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/bee-palette.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/bee-palette.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/bees.i	amiga_workspace/corpus/curated/amiga_examples/028.bs/bees.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/blit.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/blit.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/blitchar.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/blitchar.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/blitmtext.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/blitmtext.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/blitmtext85.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/blitmtext85.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/blittext.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/blittext.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/bob.i	amiga_workspace/corpus/curated/amiga_examples/028.bs/bob.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/bob.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/bob.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/constants.i	amiga_workspace/corpus/curated/amiga_examples/028.bs/constants.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/copper.i	amiga_workspace/corpus/curated/amiga_examples/028.bs/copper.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/counter.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/counter.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/cpu.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/cpu.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/credits.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/credits.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/disk.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/disk.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/game1.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/game1.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/highscore.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/highscore.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/image.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/image.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/init.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/init.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/items.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/items.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/joystick.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/joystick.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/level.i	amiga_workspace/corpus/curated/amiga_examples/028.bs/level.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/macros.i	amiga_workspace/corpus/curated/amiga_examples/028.bs/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/map.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/map.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/menu.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/menu.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/message.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/message.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/music.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/music.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/os.i	amiga_workspace/corpus/curated/amiga_examples/028.bs/os.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/pickups.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/pickups.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/player.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/player.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/sound.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/sound.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/splash.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/splash.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/sprite_data.i	amiga_workspace/corpus/curated/amiga_examples/028.bs/sprite_data.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/trackloader.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/trackloader.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/utils.s	amiga_workspace/corpus/curated/amiga_examples/028.bs/utils.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/028.bs/wbstartup.i	amiga_workspace/corpus/curated/amiga_examples/028.bs/wbstartup.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/include/beambits.i	amiga_workspace/corpus/curated/amiga_examples/include/beambits.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/include/blitter.i	amiga_workspace/corpus/curated/amiga_examples/include/blitter.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/include/bplconbits.i	amiga_workspace/corpus/curated/amiga_examples/include/bplconbits.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/include/registers.i	amiga_workspace/corpus/curated/amiga_examples/include/registers.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/include/vector.i	amiga_workspace/corpus/curated/amiga_examples/include/vector.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/shared/P6112-Play.i	amiga_workspace/corpus/curated/amiga_examples/shared/P6112-Play.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_examples/shared/bootblock.s	amiga_workspace/corpus/curated/amiga_examples/shared/bootblock.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/shared/hardware_bootblock.s	amiga_workspace/corpus/curated/amiga_examples/shared/hardware_bootblock.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/shared/shrinkler_bootblock.s	amiga_workspace/corpus/curated/amiga_examples/shared/shrinkler_bootblock.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/external/doynamite68k/depacker_doynax.asm	amiga_workspace/corpus/curated/amiga_examples/tools/external/doynamite68k/depacker_doynax.asm	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/external/shrinkler/Header.S	amiga_workspace/corpus/curated/amiga_examples/tools/external/shrinkler/Header.S	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/external/shrinkler/MiniHeader.S	amiga_workspace/corpus/curated/amiga_examples/tools/external/shrinkler/MiniHeader.S	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/external/shrinkler/OverlapHeader.S	amiga_workspace/corpus/curated/amiga_examples/tools/external/shrinkler/OverlapHeader.S	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/external/shrinkler/ShrinklerDecompress.S	amiga_workspace/corpus/curated/amiga_examples/tools/external/shrinkler/ShrinklerDecompress.S	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/imagecon/reference/32color-quant.png-copper-list.s	amiga_workspace/corpus/curated/amiga_examples/tools/imagecon/reference/32color-quant.png-copper-list.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/imagecon/reference/32color-quant.png-grey.s	amiga_workspace/corpus/curated/amiga_examples/tools/imagecon/reference/32color-quant.png-grey.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/imagecon/reference/32color-quant.png-palette.s	amiga_workspace/corpus/curated/amiga_examples/tools/imagecon/reference/32color-quant.png-palette.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/imagecon/reference/dithered_ham.png-palette.s	amiga_workspace/corpus/curated/amiga_examples/tools/imagecon/reference/dithered_ham.png-palette.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/imagecon/reference/extra_half_brite.png-copper-list.s	amiga_workspace/corpus/curated/amiga_examples/tools/imagecon/reference/extra_half_brite.png-copper-list.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/imagecon/reference/extra_half_brite.png-palette.s	amiga_workspace/corpus/curated/amiga_examples/tools/imagecon/reference/extra_half_brite.png-palette.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/imagecon/reference/ham_mode.png-palette.s	amiga_workspace/corpus/curated/amiga_examples/tools/imagecon/reference/ham_mode.png-palette.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/imagecon/reference/lace.png-palette.s	amiga_workspace/corpus/curated/amiga_examples/tools/imagecon/reference/lace.png-palette.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_examples/tools/imagecon/reference/use_palette.png-palette.s	amiga_workspace/corpus/curated/amiga_examples/tools/imagecon/reference/use_palette.png-palette.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/hw_takeover/hardware.i	amiga_workspace/corpus/curated/amiga_game_prog/src/hw_takeover/hardware.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/hw_takeover/hw_takeover.s	amiga_workspace/corpus/curated/amiga_game_prog/src/hw_takeover/hw_takeover.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/hw_takeover/main.s	amiga_workspace/corpus/curated/amiga_game_prog/src/hw_takeover/main.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/ables.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/ables.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/alerts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/alerts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/errors.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/errors.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/initializers.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/initializers.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/interrupts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/interrupts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/io.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/io.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/libraries.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/libraries.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/lists.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/lists.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/macros.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/memory.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/memory.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/nodes.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/nodes.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/ports.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/ports.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/resident.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/resident.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/semaphores.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/semaphores.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/strings.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/strings.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/tasks.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/tasks.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/exec/types.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/exec/types.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/graphics/graphics_lib.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/graphics/graphics_lib.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/hardware/cia.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/hardware/cia.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/include/hw.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/include/hw.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part10/part10.s	amiga_workspace/corpus/curated/amiga_game_prog/src/part10/part10.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/gfx/rtype_tilemap.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/gfx/rtype_tilemap.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/ables.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/ables.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/alerts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/alerts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/errors.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/errors.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/funcdef.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/funcdef.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/initializers.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/initializers.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/interrupts.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/interrupts.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/io.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/io.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/libraries.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/libraries.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/lists.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/lists.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/macros.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/macros.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amiga_game_prog/src/part11/include/exec/memory.i	amiga_workspace/corpus/curated/amiga_game_prog/src/part11/include/exec/memory.i	not_runnable_ext	0	
